Place,Date,Time,Value,Unit,Value,Unit,Value,Unit,Value,Unit
17,8/18/22,11:09:54,1.2,T1 KTemp C,7,T2 KTemp C,2,T3 KTemp C,23,T4 KTemp C
18,8/18/22,11:10:54,1,T1 KTemp C,6.9,T2 KTemp C,2.4,T3 KTemp C,23,T4 KTemp C
19,8/18/22,11:11:54,1.1,T1 KTemp C,7.4,T2 KTemp C,2.8,T3 KTemp C,23.2,T4 KTemp C
20,8/18/22,11:12:54,1.3,T1 KTemp C,6.6,T2 KTemp C,6.1,T3 KTemp C,23.2,T4 KTemp C
21,8/18/22,11:13:54,1.2,T1 KTemp C,6.8,T2 KTemp C,4.2,T3 KTemp C,23.2,T4 KTemp C
22,8/18/22,11:14:54,6.7,T1 KTemp C,6.6,T2 KTemp C,4.7,T3 KTemp C,23.3,T4 KTemp C
23,8/18/22,11:15:54,7.1,T1 KTemp C,6.9,T2 KTemp C,4.5,T3 KTemp C,23.3,T4 KTemp C
24,8/18/22,11:16:54,7.4,T1 KTemp C,7.1,T2 KTemp C,6.5,T3 KTemp C,23.4,T4 KTemp C
25,8/18/22,11:17:54,7.2,T1 KTemp C,7,T2 KTemp C,6.7,T3 KTemp C,23.4,T4 KTemp C
26,8/18/22,11:18:54,6.1,T1 KTemp C,6.9,T2 KTemp C,6.9,T3 KTemp C,23.3,T4 KTemp C
27,8/18/22,11:19:54,7.6,T1 KTemp C,7.3,T2 KTemp C,7.4,T3 KTemp C,23.2,T4 KTemp C
28,8/18/22,11:20:54,7.4,T1 KTemp C,7.3,T2 KTemp C,7,T3 KTemp C,23.1,T4 KTemp C
29,8/18/22,11:21:54,8.3,T1 KTemp C,7.1,T2 KTemp C,7,T3 KTemp C,23.1,T4 KTemp C
30,8/18/22,11:22:54,8,T1 KTemp C,7.1,T2 KTemp C,7.5,T3 KTemp C,23.1,T4 KTemp C
31,8/18/22,11:23:54,8.6,T1 KTemp C,7.3,T2 KTemp C,8.2,T3 KTemp C,23.1,T4 KTemp C
32,8/18/22,11:24:54,8.2,T1 KTemp C,6.8,T2 KTemp C,8.6,T3 KTemp C,23.1,T4 KTemp C
33,8/18/22,11:25:54,8.6,T1 KTemp C,7.3,T2 KTemp C,8.7,T3 KTemp C,23.1,T4 KTemp C
34,8/18/22,11:26:54,9,T1 KTemp C,7.4,T2 KTemp C,8.9,T3 KTemp C,23.1,T4 KTemp C
35,8/18/22,11:27:54,8.8,T1 KTemp C,7.8,T2 KTemp C,8.7,T3 KTemp C,23.1,T4 KTemp C
36,8/18/22,11:28:54,9.5,T1 KTemp C,7.9,T2 KTemp C,9.1,T3 KTemp C,23.1,T4 KTemp C
37,8/18/22,11:29:54,9.8,T1 KTemp C,8.4,T2 KTemp C,9.4,T3 KTemp C,23.1,T4 KTemp C
38,8/18/22,11:30:54,10.4,T1 KTemp C,8.6,T2 KTemp C,10,T3 KTemp C,23.1,T4 KTemp C
39,8/18/22,11:31:54,10,T1 KTemp C,8.9,T2 KTemp C,10.1,T3 KTemp C,23.1,T4 KTemp C
40,8/18/22,11:32:54,10.1,T1 KTemp C,9.3,T2 KTemp C,10.6,T3 KTemp C,23.1,T4 KTemp C
41,8/18/22,11:33:54,10.8,T1 KTemp C,9.7,T2 KTemp C,11.4,T3 KTemp C,23.1,T4 KTemp C
42,8/18/22,11:34:54,11.4,T1 KTemp C,10.1,T2 KTemp C,11.7,T3 KTemp C,23.1,T4 KTemp C
43,8/18/22,11:35:54,11.8,T1 KTemp C,10.8,T2 KTemp C,12.4,T3 KTemp C,23.1,T4 KTemp C
44,8/18/22,11:36:54,12.4,T1 KTemp C,11.3,T2 KTemp C,13,T3 KTemp C,23.2,T4 KTemp C
45,8/18/22,11:37:54,12.8,T1 KTemp C,11.8,T2 KTemp C,13.4,T3 KTemp C,23.2,T4 KTemp C
46,8/18/22,11:38:54,13.5,T1 KTemp C,12.3,T2 KTemp C,14.1,T3 KTemp C,23.2,T4 KTemp C
47,8/18/22,11:39:54,14,T1 KTemp C,12.8,T2 KTemp C,14.7,T3 KTemp C,23.2,T4 KTemp C
48,8/18/22,11:40:54,14.5,T1 KTemp C,13.6,T2 KTemp C,15.1,T3 KTemp C,23.1,T4 KTemp C
49,8/18/22,11:41:54,15.1,T1 KTemp C,14,T2 KTemp C,15.8,T3 KTemp C,23.2,T4 KTemp C
50,8/18/22,11:42:54,15.5,T1 KTemp C,14.1,T2 KTemp C,16.3,T3 KTemp C,23.2,T4 KTemp C
51,8/18/22,11:43:54,16,T1 KTemp C,14.7,T2 KTemp C,16.8,T3 KTemp C,23.3,T4 KTemp C
52,8/18/22,11:44:54,16.4,T1 KTemp C,15.3,T2 KTemp C,17.1,T3 KTemp C,23.4,T4 KTemp C
53,8/18/22,11:45:54,16.9,T1 KTemp C,15.3,T2 KTemp C,17.6,T3 KTemp C,23.4,T4 KTemp C
54,8/18/22,11:46:54,16.9,T1 KTemp C,15.5,T2 KTemp C,18,T3 KTemp C,23.4,T4 KTemp C
55,8/18/22,11:47:54,17.2,T1 KTemp C,16.2,T2 KTemp C,18.3,T3 KTemp C,23.4,T4 KTemp C
56,8/18/22,11:48:54,17.8,T1 KTemp C,16.3,T2 KTemp C,18.8,T3 KTemp C,23.5,T4 KTemp C
57,8/18/22,11:49:54,18.1,T1 KTemp C,17.2,T2 KTemp C,19.1,T3 KTemp C,23.6,T4 KTemp C
58,8/18/22,11:50:54,18.2,T1 KTemp C,16.8,T2 KTemp C,19.5,T3 KTemp C,23.6,T4 KTemp C
59,8/18/22,11:51:54,18.6,T1 KTemp C,17.1,T2 KTemp C,19.7,T3 KTemp C,23.6,T4 KTemp C
60,8/18/22,11:52:54,18.8,T1 KTemp C,17.4,T2 KTemp C,20.1,T3 KTemp C,23.7,T4 KTemp C
61,8/18/22,11:53:54,19.2,T1 KTemp C,17.6,T2 KTemp C,20.3,T3 KTemp C,23.7,T4 KTemp C
62,8/18/22,11:54:54,19.4,T1 KTemp C,17.8,T2 KTemp C,20.5,T3 KTemp C,23.7,T4 KTemp C
63,8/18/22,11:55:54,19.7,T1 KTemp C,18.1,T2 KTemp C,21,T3 KTemp C,23.8,T4 KTemp C
64,8/18/22,11:56:54,20,T1 KTemp C,18.6,T2 KTemp C,21.2,T3 KTemp C,23.8,T4 KTemp C
65,8/18/22,11:57:54,20.3,T1 KTemp C,18.8,T2 KTemp C,21.6,T3 KTemp C,23.8,T4 KTemp C
66,8/18/22,11:58:54,20.8,T1 KTemp C,19.3,T2 KTemp C,22.2,T3 KTemp C,23.7,T4 KTemp C
67,8/18/22,11:59:54,21.4,T1 KTemp C,19.8,T2 KTemp C,22.6,T3 KTemp C,23.8,T4 KTemp C
68,8/18/22,12:00:54,21.6,T1 KTemp C,19.9,T2 KTemp C,23.2,T3 KTemp C,23.8,T4 KTemp C
69,8/18/22,12:01:54,22.1,T1 KTemp C,20.4,T2 KTemp C,23.7,T3 KTemp C,23.8,T4 KTemp C
70,8/18/22,12:02:54,22.7,T1 KTemp C,21,T2 KTemp C,24.1,T3 KTemp C,23.8,T4 KTemp C
71,8/18/22,12:03:54,23.1,T1 KTemp C,21.2,T2 KTemp C,24.7,T3 KTemp C,23.7,T4 KTemp C
72,8/18/22,12:04:54,23.4,T1 KTemp C,21.6,T2 KTemp C,25.2,T3 KTemp C,23.7,T4 KTemp C
73,8/18/22,12:05:54,23.9,T1 KTemp C,21.9,T2 KTemp C,25.7,T3 KTemp C,23.8,T4 KTemp C
74,8/18/22,12:06:54,24.2,T1 KTemp C,22.3,T2 KTemp C,26.1,T3 KTemp C,23.7,T4 KTemp C
75,8/18/22,12:07:54,24.7,T1 KTemp C,22.4,T2 KTemp C,26.4,T3 KTemp C,23.7,T4 KTemp C
76,8/18/22,12:08:54,24.7,T1 KTemp C,22.8,T2 KTemp C,26.7,T3 KTemp C,23.6,T4 KTemp C
77,8/18/22,12:09:54,25,T1 KTemp C,23,T2 KTemp C,27,T3 KTemp C,23.6,T4 KTemp C
78,8/18/22,12:10:54,25.4,T1 KTemp C,23.1,T2 KTemp C,27.4,T3 KTemp C,23.6,T4 KTemp C
79,8/18/22,12:11:54,25.6,T1 KTemp C,23.7,T2 KTemp C,27.6,T3 KTemp C,23.6,T4 KTemp C
80,8/18/22,12:12:54,26.2,T1 KTemp C,24.2,T2 KTemp C,27.9,T3 KTemp C,23.6,T4 KTemp C
81,8/18/22,12:13:54,26.5,T1 KTemp C,24.5,T2 KTemp C,28.4,T3 KTemp C,23.6,T4 KTemp C
82,8/18/22,12:14:54,27.1,T1 KTemp C,24.8,T2 KTemp C,28.8,T3 KTemp C,23.6,T4 KTemp C
83,8/18/22,12:15:54,27.3,T1 KTemp C,25.1,T2 KTemp C,29.2,T3 KTemp C,23.6,T4 KTemp C
84,8/18/22,12:16:54,27.7,T1 KTemp C,25.4,T2 KTemp C,29.6,T3 KTemp C,23.6,T4 KTemp C
85,8/18/22,12:17:54,28,T1 KTemp C,25.7,T2 KTemp C,30.1,T3 KTemp C,23.6,T4 KTemp C
86,8/18/22,12:18:54,28.3,T1 KTemp C,26.1,T2 KTemp C,30.4,T3 KTemp C,23.6,T4 KTemp C
87,8/18/22,12:19:54,28.5,T1 KTemp C,26.5,T2 KTemp C,30.9,T3 KTemp C,23.6,T4 KTemp C
88,8/18/22,12:20:54,29,T1 KTemp C,26.9,T2 KTemp C,31.1,T3 KTemp C,23.7,T4 KTemp C
89,8/18/22,12:21:54,29.5,T1 KTemp C,27.2,T2 KTemp C,31.7,T3 KTemp C,23.8,T4 KTemp C
90,8/18/22,12:22:54,29.8,T1 KTemp C,28,T2 KTemp C,29.7,T3 KTemp C,23.8,T4 KTemp C
91,8/18/22,12:23:54,30.3,T1 KTemp C,28,T2 KTemp C,32.2,T3 KTemp C,23.8,T4 KTemp C
92,8/18/22,12:24:54,30.3,T1 KTemp C,28,T2 KTemp C,32.8,T3 KTemp C,23.8,T4 KTemp C
93,8/18/22,12:25:54,31,T1 KTemp C,28.5,T2 KTemp C,33.2,T3 KTemp C,23.9,T4 KTemp C
94,8/18/22,12:26:54,31.4,T1 KTemp C,28.9,T2 KTemp C,33.9,T3 KTemp C,24,T4 KTemp C
95,8/18/22,12:27:54,31.9,T1 KTemp C,29.3,T2 KTemp C,34.3,T3 KTemp C,24,T4 KTemp C
96,8/18/22,12:28:54,31.9,T1 KTemp C,29.4,T2 KTemp C,34.6,T3 KTemp C,24,T4 KTemp C
97,8/18/22,12:29:54,32.4,T1 KTemp C,29.7,T2 KTemp C,35.3,T3 KTemp C,24,T4 KTemp C
98,8/18/22,12:30:54,32.8,T1 KTemp C,30.2,T2 KTemp C,35.8,T3 KTemp C,24.2,T4 KTemp C
99,8/18/22,12:31:54,33.3,T1 KTemp C,30.4,T2 KTemp C,36.2,T3 KTemp C,24.2,T4 KTemp C
100,8/18/22,12:32:54,33.6,T1 KTemp C,30.7,T2 KTemp C,36.6,T3 KTemp C,24.2,T4 KTemp C
101,8/18/22,12:33:54,33.9,T1 KTemp C,31.1,T2 KTemp C,37,T3 KTemp C,24.2,T4 KTemp C
102,8/18/22,12:34:54,34.4,T1 KTemp C,31.5,T2 KTemp C,37.6,T3 KTemp C,24.3,T4 KTemp C
103,8/18/22,12:35:54,34.9,T1 KTemp C,31.9,T2 KTemp C,38.1,T3 KTemp C,24.3,T4 KTemp C
104,8/18/22,12:36:54,35.2,T1 KTemp C,32.1,T2 KTemp C,38.5,T3 KTemp C,24.1,T4 KTemp C
105,8/18/22,12:37:54,35.7,T1 KTemp C,32.7,T2 KTemp C,39.1,T3 KTemp C,24.1,T4 KTemp C
106,8/18/22,12:38:54,36.2,T1 KTemp C,32.9,T2 KTemp C,39.2,T3 KTemp C,24.1,T4 KTemp C
107,8/18/22,12:39:54,36.3,T1 KTemp C,33.3,T2 KTemp C,39.8,T3 KTemp C,24,T4 KTemp C
108,8/18/22,12:40:54,36.9,T1 KTemp C,33.7,T2 KTemp C,40.1,T3 KTemp C,24,T4 KTemp C
109,8/18/22,12:41:54,37,T1 KTemp C,33.9,T2 KTemp C,40.4,T3 KTemp C,23.9,T4 KTemp C
110,8/18/22,12:42:54,37.3,T1 KTemp C,34.1,T2 KTemp C,40.7,T3 KTemp C,23.8,T4 KTemp C
111,8/18/22,12:43:54,37.7,T1 KTemp C,34.3,T2 KTemp C,41.5,T3 KTemp C,23.9,T4 KTemp C
112,8/18/22,12:44:54,38.2,T1 KTemp C,34.7,T2 KTemp C,41.8,T3 KTemp C,23.9,T4 KTemp C
113,8/18/22,12:45:54,38.4,T1 KTemp C,34.8,T2 KTemp C,42.3,T3 KTemp C,23.8,T4 KTemp C
114,8/18/22,12:46:54,38.8,T1 KTemp C,35.2,T2 KTemp C,42.7,T3 KTemp C,23.8,T4 KTemp C
115,8/18/22,12:47:54,39.2,T1 KTemp C,35.5,T2 KTemp C,42.9,T3 KTemp C,23.9,T4 KTemp C
116,8/18/22,12:48:54,39.3,T1 KTemp C,35.6,T2 KTemp C,43.3,T3 KTemp C,23.8,T4 KTemp C
117,8/18/22,12:49:54,39.6,T1 KTemp C,35.8,T2 KTemp C,43.6,T3 KTemp C,23.8,T4 KTemp C
118,8/18/22,12:50:54,39.8,T1 KTemp C,35.9,T2 KTemp C,44,T3 KTemp C,23.8,T4 KTemp C
119,8/18/22,12:51:54,40,T1 KTemp C,36.5,T2 KTemp C,44.3,T3 KTemp C,23.8,T4 KTemp C
120,8/18/22,12:52:54,40.5,T1 KTemp C,36.6,T2 KTemp C,44.4,T3 KTemp C,23.9,T4 KTemp C
121,8/18/22,12:53:54,40.6,T1 KTemp C,36.8,T2 KTemp C,44.8,T3 KTemp C,23.8,T4 KTemp C
122,8/18/22,12:54:54,40.8,T1 KTemp C,37,T2 KTemp C,45.3,T3 KTemp C,23.8,T4 KTemp C
123,8/18/22,12:55:54,41,T1 KTemp C,37,T2 KTemp C,45.6,T3 KTemp C,23.9,T4 KTemp C
124,8/18/22,12:56:54,41.3,T1 KTemp C,37.3,T2 KTemp C,46,T3 KTemp C,23.9,T4 KTemp C
125,8/18/22,12:57:54,41.6,T1 KTemp C,37.6,T2 KTemp C,46.3,T3 KTemp C,23.8,T4 KTemp C
126,8/18/22,12:58:54,41.9,T1 KTemp C,37.9,T2 KTemp C,46.7,T3 KTemp C,23.8,T4 KTemp C
127,8/18/22,12:59:54,42.4,T1 KTemp C,38.1,T2 KTemp C,47.2,T3 KTemp C,23.8,T4 KTemp C
128,8/18/22,13:00:54,42.6,T1 KTemp C,38.5,T2 KTemp C,47.6,T3 KTemp C,23.8,T4 KTemp C
129,8/18/22,13:01:54,42.7,T1 KTemp C,38.7,T2 KTemp C,47.8,T3 KTemp C,23.8,T4 KTemp C
130,8/18/22,13:02:54,43.1,T1 KTemp C,38.8,T2 KTemp C,48.2,T3 KTemp C,23.9,T4 KTemp C
